PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add
908154205;130;40094;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Gtl;Edwards;PosN;Near positive off-site feature--park, greenbelt, etc.;1Fam;2Story;10;5;2007;2008
908186050;35;3675;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;TwnhsE;SFoyer;6;5;2005;
908204090;64;6400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;5;7;1959;2000
908204180;74;6882;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Normal;Duplex;1Story;4;3;1955;
908225240;75;10215;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;1954;
908225310;52;8741;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Duplex;1Story;5;6;1946;1950
908226180;70;4270;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Edwards;Norm;Normal;1Fam;1Story;3;6;1931;2006
908228010;62;10042;Pave;NA;Regular;Bnk;AllPub;Corner;Gtl;Edwards;Norm;Normal;1Fam;1.5Fin;6;8;1920;1995
908250100;68;9450;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Edwards;Norm;Normal;1Fam;1Story;4;5;1954;
908275090;70;11767;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;2Story;4;7;1910;2000
908275200;60;8172;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;1955;
908275240;60;8172;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;5;1955;
908276230;60;8190;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;1Fam;1Story;4;6;1954;
909176080;60;10896;Pave;Pave;Regular;Bnk;AllPub;Inside;Gtl;South & West of Iowa State University;Adjacent to feeder street;Normal;2fmCon;2.5Fin;6;7;1914;1995
909176170;60;10890;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;South & West of Iowa State University;Norm;Normal;Duplex;2Story;5;6;1923;1950
909250150;55;10592;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;7;1923;1996
909250160;55;10594;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Unf;5;5;1926;1950
909251030;54;7223;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;5;5;1926;1950
909251040;51;6821;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;6;7;1921;2005
909252010;60;7200;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;South & West of Iowa State University;Adjacent to feeder street;Normal;1Fam;1.5Fin;5;7;1937;1950
909252150;63;4000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;7;8;1930;1995
909252170;53;6720;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;7;1921;1950
909254090;55;7642;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;8;1918;1998
909254100;53;7155;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;6;8;1926;1991
909254130;53;7128;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2.5Unf;7;5;1941;1950
909254140;40;4280;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;5;6;1913;2002
909254150;53;5362;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;5;6;1910;2003
909256120;50;6305;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;5;7;1938;1950
909275020;82;7136;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Crawford;Norm;Normal;Duplex;2Story;6;6;1946;1950
909275030;82;6270;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Crawford;Norm;Normal;Duplex;2Story;5;6;1949;1950
909275110;60;7230;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2.5Unf;7;7;1927;1992
909275160;126;13108;Pave;NA;Moderately Irregular;HLS;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;5;5;1951;
909275310;86;22420;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Adjacent to feeder street;Normal;1Fam;2Story;6;6;1918;1950
909276160;78;12168;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;8;6;1934;1998
909276210;110;7810;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;4;6;1930;2003
909279080;;11275;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Mod;Crawford;Norm;Normal;1Fam;1.5Fin;6;7;1932;1950
909281020;79;6221;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;2fmCon;1.5Fin;5;5;1941;1950
909281130;70;10570;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;8;8;1932;1994
909282020;61;7259;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Mod;Crawford;Norm;Normal;1Fam;2Story;6;8;1945;2002
909425140;110;14442;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;6;7;1957;2004
909425270;75;13125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;2Story;7;6;1940;1984
909428120;;21000;Pave;NA;Regular;Bnk;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1Story;6;5;1953;
909428180;;25485;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;6;4;1960;
909428340;;21579;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;6;6;1968;
909451130;24;1782;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bluestem;Norm;Normal;Twnhs;2Story;6;6;1980;
909452102;;17871;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1Story;4;5;1995;1996
909455060;35;3907;Pave;NA;Slightly irregular;Bnk;AllPub;Inside;Mod;Bluestem;Norm;Normal;TwnhsE;1Story;8;5;1988;
909475050;;20693;Pave;NA;Slightly irregular;Bnk;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1Story;7;5;1971;
909475070;;32668;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;6;3;1957;1975
909475230;70;18044;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;8;5;1986;
910200040;85;8500;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Adjacent to arterial street;Normal;1Fam;1.5Fin;5;7;1919;2005
910200110;50;7000;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;6;7;1940;1950
910201020;50;5000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Adjacent to East-West Railroad;Normal;1Fam;1.5Unf;5;6;1941;1950
910201050;50;7288;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Adjacent to arterial street;Normal;1Fam;1.5Fin;5;7;1925;2003
910201110;50;6060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;4;5;1939;1950
910201180;50;9060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;2Story;5;6;1923;1999
910202030;46;3672;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Adjacent to arterial street;Normal;1Fam;1Story;5;7;1922;1950
910203290;59;8263;Pave;NA;Regular;Bnk;AllPub;Inside;Mod;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;6;5;1920;1950
910204090;60;8967;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;2;1920;1950
910205130;75;13710;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;5;5;1950;
910206010;64;11067;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1.5Fin;2;4;1939;1950
911103060;75;8250;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Adjacent to feeder street;Normal;2fmCon;2Story;5;6;1895;2006
911128010;65;6565;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;4;6;1957;1980
911128020;60;6060;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Iowa DOT and Rail Road;Norm;Normal;1Fam;1Story;5;9;1930;2007
911370450;59;5568;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2006;2007
911370460;44;4750;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2006;2007
914452090;;12150;Pave;NA;Slightly irregular;Bnk;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;6;6;1979;
914452120;;7540;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;6;6;1978;
914452190;71;9187;Pave;NA;Regular;Bnk;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;6;5;1983;
914460020;80;10000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;2002;
914460110;44;12864;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;1Story;7;5;2002;
914476330;;9928;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Mitchell;Norm;Normal;1Fam;1Story;7;5;1991;1992
914478020;;8750;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;7;6;1975;
914478100;82;8410;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;6;6;1974;
916226090;46;4054;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;TwnhsE;1Story;7;6;1987;
916253320;;9763;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;GrnHill;Norm;Normal;TwnhsE;1Story;7;5;1998;
916326040;115;16905;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;5;6;1959;
916326090;149;19958;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;8;1958;1995
916384050;67;8368;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;7;5;2006;2007
916384070;68;8298;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2006;2007
916384080;64;9037;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2006;
916384150;89;10991;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2007;
916386170;67;10656;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2006;2007
916403040;42;10331;Pave;NA;Regular;Lvl;AllPub;CulDSac;Gtl;Timberland;Norm;Normal;1Fam;1Story;7;7;1985;
916403290;44;13758;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Timberland;Norm;Normal;1Fam;1.5Fin;7;5;1990;1991
916455010;;9303;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;6;5;1996;1997
916455050;;6718;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2001;
916455110;73;9590;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;SLvl;7;5;2003;
916455150;80;11305;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2002;
916460020;;7777;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1996;
916475020;85;14536;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2002;2003
916477060;;11800;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;2Story;7;5;2003;2004
917425190;50;35133;Grvl;NA;Regular;Lvl;AllPub;Inside;Mod;Timberland;Norm;Normal;1Fam;1Story;5;4;1963;
921126010;93;15306;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;1Story;8;5;2006;2007
921128030;85;12633;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Timberland;PosA;PosA;1Fam;1Story;10;5;2006;2007
921205070;88;12665;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;2Story;8;5;2005;2006
923202134;70;8402;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Adjacent to feeder street;Normal;1Fam;1Story;5;5;2007;
923202220;200;43500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Adjacent to arterial street;Normal;1Fam;1Story;3;5;1953;
923203010;62;6710;Pave;NA;Slightly irregular;Lvl;AllPub;FR3;Gtl;Mitchell;Norm;Normal;TwnhsE;SFoyer;6;5;1996;1997
923204050;94;25286;Pave;NA;Regular;HLS;AllPub;Inside;Mod;Mitchell;Norm;Normal;1Fam;1Story;4;5;1963;
923204140;100;25000;Pave;NA;Regular;Low;AllPub;Inside;Gtl;Mitchell;Norm;Normal;Duplex;1Story;5;4;1967;
923205025;;32463;Pave;NA;Regular;Low;AllPub;Inside;Mod;Mitchell;Norm;Normal;2fmCon;1Story;4;4;1961;1975
923225040;44;4224;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;1Story;5;7;1976;
923225050;44;4224;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;1Story;5;5;1976;
923226300;21;1504;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;2Story;4;4;1972;
923228200;;1533;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;SLvl;4;5;1970;
923228220;21;1495;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;TwnhsE;2Story;4;6;1970;
923228250;21;2001;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;2Story;4;5;1970;
923228290;21;1936;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;SFoyer;4;6;1970;
923228390;21;1890;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Meadow Village;Norm;Normal;Twnhs;2Story;4;3;1976;
923229010;;11333;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;SLvl;6;5;1976;
923229040;72;9129;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;5;1977;
923229100;;15957;Pave;NA;Slightly irregular;Low;AllPub;Corner;Mod;Mitchell;Norm;Normal;1Fam;SLvl;6;6;1977;
923229140;61;33983;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1977;1994
923230010;68;8286;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;2Story;5;7;1977;
923230120;50;6723;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;7;1971;
923230180;54;7244;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;SFoyer;5;7;1970;
923251160;124;27697;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;4;3;1961;
923252080;69;7599;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;4;6;1982;2006
923275010;;11000;Pave;NA;Moderately Irregular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1976;2003
923275200;76;8314;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1982;
923276180;65;11625;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;7;1983;
923400150;63;10712;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;5;1991;1992
923425030;62;10447;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Mitchell;Norm;Normal;1Fam;1Story;5;6;1984;
526302030;;11027;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;5;1954;
526302040;85;10533;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;6;6;1956;
526302120;;11765;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;5;1957;
526303060;;39384;Pave;NA;Slightly irregular;Low;AllPub;CulDSac;Sev;North Ames;Norm;Normal;1Fam;1Story;6;6;1957;
526354020;90;11727;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;7;6;1969;
527105060;60;8238;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1997;1998
527106010;;13006;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1997;
527107020;;13041;Pave;NA;Moderately Irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1995;
527107030;;13031;Pave;NA;Moderately Irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1995;1996
527107120;54;9783;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1996;
527107240;70;11207;Pave;NA;Slightly irregular;HLS;AllPub;FR2;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1997;
527108010;134;19378;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2005;2006
527108020;50;14859;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;1Story;7;5;2006;
527108030;50;13128;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;8;5;2005;
527108040;72;10463;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;8;5;2005;
527108060;42;13751;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2005;2006
527108090;168;23257;Pave;NA;Irregular;HLS;AllPub;CulDSac;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2006;
527146135;68;13108;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;8;5;1994;
527158020;;8076;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;6;6;1993;1994
527163020;;7685;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;6;5;1993;1994
527166030;63;9084;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1998;
527182020;30;3701;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;8;5;1987;
527190050;44;5306;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;2Story;7;7;1987;
527190220;;6563;Pave;NA;Slightly irregular;Low;AllPub;CulDSac;Mod;Stone Brook;Norm;Normal;1Fam;1Story;8;5;1985;
527210030;59;16023;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2006
527210040;60;18062;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;10;5;2006;
527210050;63;12292;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2006;
527212030;85;16056;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2006
527212040;82;12438;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;8;5;2006;
527214060;82;16052;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;10;5;2006;
527216010;92;15922;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;9;5;2005;2006
527216050;66;13682;Pave;NA;Moderately Irregular;HLS;AllPub;CulDSac;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;10;5;2006;
527226010;;14762;Pave;NA;Moderately Irregular;Lvl;AllPub;Corner;Gtl;Gilbert;Adjacent to feeder street;Normal;1Fam;2Story;5;6;1948;1950
527250040;100;34650;Pave;NA;Regular;Bnk;AllPub;Inside;Gtl;Gilbert;Norm;Normal;2fmCon;1Story;5;5;1955;
527252090;60;8147;Pave;NA;Regular;HLS;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;TwnhsE;1Story;9;5;2005;
527254070;69;11302;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;8;5;2005;2006
527256120;90;18261;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;1Story;9;5;2005;
527301010;91;14145;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;7;1984;1998
527302080;;13837;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;Norm;Normal;1Fam;1.5Fin;7;5;1988;
527325160;;16659;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northwest Ames;PosA;Normal;1Fam;2Story;7;7;1977;1994
527327080;;18800;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;6;5;1976;
527328010;;10464;Pave;NA;Slightly irregular;Lvl;AllPub;FR3;Gtl;Northwest Ames;Norm;Normal;1Fam;SFoyer;6;6;1980;
527354040;80;10400;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;7;5;1988;
527355060;81;10530;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;PosA;Normal;1Fam;2Story;7;5;1978;
527355280;79;10240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;6;1980;
527356020;80;16692;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;RRAn;Normal;1Fam;2Story;7;5;1978;
527356060;85;11475;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;RRAn;Normal;1Fam;2Story;6;6;1975;
527358090;;9927;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;SFoyer;7;5;1976;
527365010;75;9512;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;RRAn;Normal;1Fam;2Story;7;5;2005;2006
527375160;81;10530;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;SLvl;6;6;1975;2000
527376090;78;10140;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;5;6;1975;
527376110;78;10140;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;2Story;7;5;1976;
527377030;78;10140;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;6;1974;1999
527378010;80;10000;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;6;1974;
527402210;;15870;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;5;1969;
527402380;71;9353;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;4;5;1970;
527403120;;8125;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;4;4;1971;
527404180;60;7200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;4;4;1971;
527427210;26;8773;Pave;NA;Moderately Irregular;Lvl;AllPub;FR2;Gtl;North Ames;Norm;Normal;TwnhsE;1Story;6;5;2002;
527450010;24;2760;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;TwnhsE;2Story;6;5;1973;
527450080;24;2160;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;TwnhsE;2Story;5;6;1973;
527450210;21;1953;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Briardale;Norm;Normal;Twnhs;2Story;6;5;1973;
